IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,DIM_HOUSEHOLD_COMP_BY_AGE,DIM_DEG_URB,DIM_SEX,DIM_POP_TYPE,DIM_AGE,PERCENT_POP_N
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,398,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Kazakhstan,,RURAL,,,,1.44
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2012,YEAR,818,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Egypt,,RURAL,,,,27.8
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2000,YEAR,604,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Peru,,RURAL,,,,12.95
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2019,YEAR,068,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Bolivia (Plurinational State of),,RURAL,,,,4.97
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2007,YEAR,132,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Cabo Verde,,RURAL,,,,2.35
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2000,YEAR,050,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Bangladesh,,RURAL,,,,15.92
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2006,YEAR,792,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Türkiye,,RURAL,,,,5.67
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,804,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Ukraine,,RURAL,,,,7.2
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2009,YEAR,854,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Burkina Faso,,RURAL,,,,3.19
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2014,YEAR,478,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Mauritania,,RURAL,,,,16.09
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,616,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Poland,,RURAL,,,,13.63
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2013,YEAR,156,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,China,,RURAL,,,,22.48
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2004,YEAR,188,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Costa Rica,,RURAL,,,,3.37
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,642,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Romania,,RURAL,,,,9.79
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,360,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Indonesia,,RURAL,,,,3.13
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2017,YEAR,356,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,India,,RURAL,,,,17.39
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2009,YEAR,116,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Cambodia,,RURAL,,,,20.71
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2018,YEAR,624,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Guinea-Bissau,,RURAL,,,,5.69
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2017,YEAR,804,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Ukraine,,RURAL,,,,7.34
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2005,YEAR,858,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Uruguay,,RURAL,,,,5.05
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2001,YEAR,356,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,India,,RURAL,,,,16.55
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2013,YEAR,504,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Morocco,,RURAL,,,,14.8
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2009,YEAR,558,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Nicaragua,,RURAL,,,,18.93
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,1998,YEAR,616,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Poland,,RURAL,,,,10.81
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2016,YEAR,804,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Ukraine,,RURAL,,,,10.19
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,642,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Romania,,RURAL,,,,6.53
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2014,YEAR,428,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Latvia,,RURAL,,,,15.75
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2020,YEAR,004,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Afghanistan,,RURAL,,,,28.86
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,1997,YEAR,100,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Bulgaria,,RURAL,,,,1.18
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2018,YEAR,804,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Ukraine,,RURAL,,,,9.35
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2012,YEAR,498,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Republic of Moldova,,RURAL,,,,18.05
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2010,YEAR,604,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Peru,,RURAL,,,,8.88
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,1992,YEAR,704,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Viet Nam,,RURAL,,,,21.07
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2013,YEAR,586,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Pakistan,,RURAL,,,,6.94
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,233,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Estonia,,RURAL,,,,10.87
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,204,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Benin,,RURAL,,,,7.24
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,268,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Georgia,,RURAL,,,,21.99
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,498,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Republic of Moldova,,RURAL,,,,10.13
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2006,YEAR,051,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Armenia,,RURAL,,,,9.3
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2015,YEAR,036,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Australia,,RURAL,,,,2.61
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2002,YEAR,008,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Albania,,RURAL,,,,27.96
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2006,YEAR,112,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Belarus,,RURAL,,,,4.01
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2012,YEAR,246,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Finland,,RURAL,,,,4.73
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2017,YEAR,368,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Iraq,,RURAL,,,,12.08
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2009,YEAR,729,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Sudan,,RURAL,,,,19.72
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,1996,YEAR,076,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Brazil,,RURAL,,,,12.66
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2010,YEAR,894,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Zambia,,RURAL,,,,0.25
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,112,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Belarus,,RURAL,,,,5.44
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,428,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Latvia,,RURAL,,,,17.29
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2015,YEAR,184,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Cook Islands,,RURAL,,,,0.46
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2004,YEAR,191,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Croatia,,RURAL,,,,1.47
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2005,YEAR,233,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Estonia,,RURAL,,,,10.72
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,320,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Guatemala,,RURAL,,,,8.5
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2004,YEAR,348,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Hungary,,RURAL,,,,9.82
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2009,YEAR,364,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Iran (Islamic Republic of),,RURAL,,,,15.43
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2006,YEAR,504,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Morocco,,RURAL,,,,17.36
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2009,YEAR,762,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Tajikistan,,RURAL,,,,16.19
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2016,YEAR,604,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Peru,,RURAL,,,,7.18
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2018,YEAR,484,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Mexico,,RURAL,,,,3.61
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2011,YEAR,600,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Paraguay,,RURAL,,,,11.9
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2016,YEAR,222,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,El Salvador,,RURAL,,,,6.3
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2020,YEAR,764,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Thailand,,RURAL,,,,1.71
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2007,YEAR,804,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Ukraine,,RURAL,,,,10.51
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,524,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Nepal,,RURAL,,,,10.36
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2007,YEAR,586,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Pakistan,,RURAL,,,,3.35
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2015,YEAR,586,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Pakistan,,RURAL,,,,5.39
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2002,YEAR,324,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Guinea,,RURAL,,,,9.71
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,1998,YEAR,348,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Hungary,,RURAL,,,,5.43
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2021,YEAR,068,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Bolivia (Plurinational State of),,RURAL,,,,4.52
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2009,YEAR,144,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Sri Lanka,,RURAL,,,,4.95
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2007,YEAR,156,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,China,,RURAL,,,,20.89
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2006,YEAR,144,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Sri Lanka,,RURAL,,,,5.7
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2001,YEAR,348,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Hungary,,RURAL,,,,7.1
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2005,YEAR,008,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Albania,,RURAL,,,,22.14
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2012,YEAR,398,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Kazakhstan,,RURAL,,,,0.95
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2003,YEAR,440,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Lithuania,,RURAL,,,,9.08
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2004,YEAR,764,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Thailand,,RURAL,,,,3.77
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2014,YEAR,764,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Thailand,,RURAL,,,,1.97
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2018,YEAR,764,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Thailand,,RURAL,,,,1.9
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2018,YEAR,834,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,United Republic of Tanzania,,RURAL,,,,4.11
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2013,YEAR,108,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Burundi,,RURAL,,,,3.07
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,1998,YEAR,268,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Georgia,,RURAL,,,,6.55
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2012,YEAR,364,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Iran (Islamic Republic of),,RURAL,,,,13.99
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2016,YEAR,498,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Republic of Moldova,,RURAL,,,,17.11
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2014,YEAR,364,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Iran (Islamic Republic of),,RURAL,,,,16.38
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2016,YEAR,417,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,Kyrgyzstan,,RURAL,,,,3.88
A65146DFINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,A65146D,FINPROTECTION_CATA_TOT_10_POP,2000,YEAR,834,COUNTRY,PUBLISHED,Household health expenditure greater than 10% of household budget,United Republic of Tanzania,,RURAL,,,,4.68
