Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.82541084,28.71965981,30.62397957,32.2020607,31.09338951,32.30398178,36.25020981,38.81629944,40.13137817,42.02207947,42.59350967,43.29653168,37.6916008,38.81512833,41.36209106,41.42786026,45.9372406,48.27759171,50.27524185,48.15724945,46.70869064,51.46686935,51.61257935,
American Samoa,ASM,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,17.97608948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.939040184,8.935799599,9.777020454,15.47148991,,,,,,,,,,,
Australia,AUS,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,21.90860939,22.82286072,23.62784958,24.54338074,26.31777954,27.39249039,27.77438927,28.02971077,27.67522049,27.26901054,26.93434906,27.41547012,27.1223793,27.56126976,28.34140968,28.98448944,30.16039085,29.53466988,30.58403969,30.61108017,32.22317886,34.34204102,35.6283989,65.0460434,66.55645752,69.71041107,73.20166779,77.02159882,,,,,,,,,,,,,,,,,,98.96148682,99.16941071,90.99391937,87.4986496,92.3744812,91.29968262,91.06098938,85.64543152,
Austria,AUT,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,16.2816391,17.53347969,18.68135071,19.44053078,19.88623047,22.02528954,22.78528023,22.78097916,23.33378983,24.10791016,24.92040062,24.4557991,24.60993004,25.54553032,27.23468971,28.39539909,29.67848015,31.52986908,33.12474823,34.97333908,37.29597855,40.57580185,42.57350159,44.99755096,47.72257996,50.25592041,51.60623932,53.59822845,,,,,,,,,,,,,,,73.63773346,73.94862366,74.99494171,75.28189087,76.17501068,77.87008667,77.81665039,79.64151001,83.33280182,,
Azerbaijan,AZE,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33599091,19.17565918,19.22743034,19.1840992,19.36224937,19.4906292,19.97291946,20.32954025,21.67637062,23.64263916,23.89230919,25.27021027,25.90973091,29.31668091,33.94544983,36.08158112,38.66701126,
Burundi,BDI,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,0.296920002,0.290580004,0.285259992,0.379240006,0.416810006,0.513499975,,,0.762510002,0.759729981,0.683709979,0.756959975,,0.832750022,0.869650006,0.984539986,0.924759984,1.111400008,1.087980032,0.979780018,1.133900046,1.184710026,1.250219941,,,,,1.271810055,1.340680003,1.602460027,1.555909991,2.307960033,,3.134720087,3.179719925,3.091809988,,,,4.04971981,,4.090489864,5.104269981,6.332149982,8.118590355,5.479539871,5.793950081,5.82035017,,,7.077000141,7.370999813,
Belgium,BEL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,21.78037071,21.90179062,23.2789402,23.81105042,23.6113205,,,27.23616982,29.03786087,28.07210922,26.84083939,29.05265045,29.37396049,30.11655045,33.3144989,33.83684921,34.53435898,35.55268097,37.71892929,38.7112999,39.85002899,,45.61363983,49.01593018,55.12791061,56.64085007,,,52.4382515,52.96112823,52.7772789,53.70230865,54.8873291,56.5580101,56.55532837,56.75403976,55.69242096,55.80638885,58.0512085,59.1892395,59.73564911,61.18735886,62.46649933,64.26521301,66.2414093,66.90631866,69.9848175,68.72992706,68.03930664,68.22025299,70.43829346,,
Benin,BEN,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,0.246539995,0.410890013,0.730239987,1.122449994,1.113940001,1.208660007,,1.701670051,1.506189942,,,2.626319885,2.908940077,2.944880009,3.06682992,3.778419971,3.588979959,3.56704998,,,4.05174017,3.723320007,3.362440109,3.253030062,3.385430098,3.378269911,4.097859859,,5.161870003,5.832980156,7.016270161,,,,,9.80243969,11.56960011,11.15217972,13.97581959,19.30920029,19.17797089,19.71133995,22.01324081,22.07550049,18.25806999,17.25737953,16.17485046,16.22937965,14.48791027,14.15256023,13.03843021,,
Burkina Faso,BFA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,0.066909999,0.090350002,0.104089998,0.154660001,0.172859997,0.345010012,0.303730011,0.362430006,0.374639988,0.335460007,0.438950002,0.664569974,0.76444,0.817269981,0.885950029,0.911930025,0.94392997,1.007210016,1.128990054,1.158820033,1.082540035,1.460639954,1.700940013,1.632769942,1.745470047,1.632019997,1.522770047,,1.534999967,,,2.004509926,2.335069895,,2.957040071,3.097739935,3.302050114,3.92031002,4.409959793,4.547939777,5.273729801,5.847430229,6.175640106,6.638360023,6.486139774,7.193319798,7.714700222,8.042110443,8.90075016,9.911689758,11.74855042,11.94933033,
Bangladesh,BGD,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,3.607980013,,3.930670023,,4.901110172,,3.849760056,4.293670177,3.577049971,5.307769775,5.401420116,5.395359993,6.077529907,7.948050022,8.726039886,8.763620377,8.495490074,7.386419773,6.471759796,6.318610191,7.165410042,,,,,,,,,7.409210205,7.393680096,8.520910263,8.354029655,8.428239822,7.837749958,8.357620239,9.39468956,10.18957996,11.40019035,13.55815983,,16.03800011,15.88099957,15.79899979,15.7510004,18.23900032,20.57099915,21.84700012,23.18099976,26.6590004,25.0170002,25.67300034,24.78300095,
Bulgaria,BGR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,14.24880981,14.73894978,15.96000957,16.17139053,16.30954933,16.39234924,16.41065979,16.32831001,15.19386959,14.42817974,13.9812603,14.27278996,14.23933029,14.70905972,15.72387028,17.03286934,18.2308197,19.39455032,22.01025009,23.6670208,28.89090919,27.64834976,26.61256027,26.96981049,27.75390053,29.65329933,31.86520958,32.46905899,35.19903183,35.2987709,34.95196152,37.0724411,39.25009155,40.21765137,42.86756897,43.08322144,45.99753189,45.58481979,47.43238831,50.4553299,52.19607162,54.78376007,57.79693985,61.80120087,65.27349854,67.3981781,68.19368744,68.46035004,67.27407837,66.53411102,65.56555939,,
Bahrain,BHR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,1.185160041,1.093799949,0.961480021,1.703480005,1.716539979,1.572639942,2.600600004,2.986819983,2.822930098,3.154129982,4.700660229,5.232659817,,,7.13161993,6.3478899,5.701930046,7.634530067,,,12.84226036,12.11948967,12.66211987,11.28254986,10.13088036,9.524230003,,,11.60890007,,,,20.35564041,,12.1564703,10.35297966,,,,,35.67559814,33.09225082,28.27026939,31.42281914,31.34971046,31.12651062,31.77919006,34.45383835,38.79684067,41.42195129,55.04330063,62.47423935,
"Bahamas, The",BHS,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17214966,,,,,,,7.921870232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4618206,24.33222961,27.38328934,29.8376503,31.29040909,32.05500031,34.44261169,36.51515961,41.3777504,42.2678299,41.64287949,41.39102173,38.9441185,35.88056946,33.53937149,32.59212112,34.34653854,34.61326981,
Belarus,BLR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.23812103,,,,,39.54568863,38.21876144,41.35223007,43.23159027,44.97153091,47.11328888,48.6126709,50.47409058,51.58916855,54.27762985,56.42908096,58.03900909,57.65045929,62.16662979,68.57135773,76.53006744,83.58486176,87.65096283,86.87175751,85.37354279,83.56246948,82.11264038,77.92941284,75.58759308,72.58863068,69.63303375,66.8000412,
Belize,BLZ,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,0.65447998,0.607179999,,0.515290022,0.834450006,,,,,,,,,,,,,,,,,,,,,,,,,,11.75370026,12.97441006,12.8071804,12.61824989,12.63766956,12.83778954,13.71076012,14.45374012,16.57768059,16.58740997,16.11673927,17.96468925,18.00201988,17.90625954,17.74053955,18.43000031,18.73402977,18.47068024,18.49815941,18.81390953,17.4534893,16.92246056,
Bermuda,BMU,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,8.512430191,12.81830025,12.50527954,,,,,,,,,,,,,,,,,,,,,,,,,21.02051926,17.94725037,20.99707031,23.07235909,24.71709061,25.61341095,26.09489059,23.45985985,24.82494926,19.70994949,,17.01987076,19.00717926,,,,,13.7378397
Bolivia,BOL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,5.966619968,7.262509823,7.925899982,8.497360229,9.702230453,,,,,11.38012981,11.69752026,,,11.01959991,,,,,10.41176987,10.30572033,10.24096966,10.82890034,10.43410969,10.52507019,10.64723015,,,,12.06972027,12.99057961,,,,,,,,,,,,,36.83412933,37.73017883,40.00699997,41.49251175,41.08470917,42.80868912,43.50521088,44.44643021,45.05699921,46.35174179,49.14805984,
Barbados,BRB,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,3.510560036,4.474219799,5.594409943,6.034090042,,,,,,,12.59208965,,,20.21520996,20.52429008,,,,14.93842983,14.50710964,,26.44593048,,,,,,,21.86504936,22.81632996,23.83086967,,,,,,38.59091949,,46.56227112,43.29040146,40.41117859,,,,,,,,,,,,
Brunei Darussalam,BRN,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,1.449419975,,1.558580041,,,,0.911670029,1.753309965,,2.317470074,3.581579924,,,,,4.505790234,4.740059853,5.013820171,,,,7.132999897,8.303199768,8.761859894,9.741829872,9.079730034,8.539050102,8.526060104,8.314800262,8.347820282,8.906419754,9.096489906,10.81630993,10.15415955,12.38920975,16.08996964,17.00901031,21.0170002,28.87100029,26.98999977,27.35899925,25.13599968,24.81299973,26.26782036,,,
Bhutan,BTN,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,0.644810021,1.100990057,1.402570009,,,1.194460034,,,,,,,,,,,,,,,,3.467609882,,,,,,5.737639904,6.173679829,6.850419998,8.031189919,7.540380001,7.850999832,8.696000099,8.513999939,11.23892975,,,,14.75899982,14.73999977,15.71100044,16.37899971,16.26300049,17.26199913,
Botswana,BWA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,0,0,0.660099983,0.716260016,0.714290023,1.061190009,1.052090049,1.128229976,1.303609967,1.31566,1.634150028,1.716359973,1.955710053,1.993199944,2.328690052,2.110340118,,2.711060047,,,,5.105160236,,5.863480091,6.630489826,5.606510162,5.974269867,,6.256800175,6.523349762,7.304729939,7.903989792,7.938220024,9.171019554,10.18782043,9.81289959,11.06892014,,,,,,,,21.97109032,22.99449921,19.14076042,18.38161087,,18.5867691,18.76511002,17.88479042,,
Central African Republic,CAF,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,1.139089942,1.728620052,1.455080032,2.087660074,1.846940041,1.953940034,,2.076179981,,2.033519983,,2.374979973,2.637130022,2.418750048,,,,,,,3.265569925,3.150130033,,,,,,1.66652,,3.214119911,3.261490107,3.702709913,,3.949189901,,,,,,,,,,,
Canada,CAN,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,51.12456894,,,,,,,,,,,,,87.70162964,80.8678894,84.61975861,86.34844208,80.77642059,83.32801819,83.4256134,81.22979736,,50.94910812,51.20040131,50.20322037,,49.68777847,,,,,53.92036057,54.3263092,53.69194031,52.76618958,54.11571884,54.56756973,56.12511826,57.05356979,56.94345856,58.80315018,59.7416687,58.9100914,62.05224991,63.10684967,65.51470184,,
Central Europe and the Baltics,CEB,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,13.13866043,13.12981033,12.92212963,13.0216198,13.28878021,13.74382973,14.36126995,15.01570034,15.48519993,15.93618011,16.21149063,16.49946022,16.35219002,15.95215988,15.74215031,15.65989971,15.63838005,15.50119972,15.5757103,16.14908028,16.16650009,17.27828979,17.28897095,18.50295067,20.23611069,21.59581947,24.11034012,26.3157692,27.72551918,31.0822506,33.94810867,37.56616974,41.1489296,43.95121002,46.25625992,48.57907867,50.71569061,52.91344833,56.10993958,58.30863953,58.25326157,56.50801849,55.17805862,54.01800156,53.21934128,53.367939,53.08177185,53.64075089,53.90616989,53.73551178,54.8529892,54.98559189,55.19335938,
Switzerland,CHE,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,23.60552979,24.12649918,24.83440018,25.15485001,25.3610096,25.38405991,24.93503952,25.57317924,27.9264698,28.37034988,29.80397987,31.18292046,31.9440403,33.76063156,35.26334,37.13930893,38.49308014,39.85995102,40.55345154,41.54719925,,42.81953812,43.84981918,43.43542862,44.61695099,45.02804184,47.77869034,49.18167114,48.47970963,48.6778717,49.66828918,49.87604904,50.02085114,53.08156967,53.13037109,54.75226974,55.80675125,57.65417862,59.90879822,60.42293167,60.97077179,62.59083176,64.1319809,65.14891815,68.10906982,69.73693848,
Channel Islands,CHI,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,10.18387985,12.81196976,15.63494015,,,15.44423008,14.17010975,13.75986004,13.39783955,13.33551979,14.11697006,,,16.8661499,17.52433968,18.01185036,19.21546936,19.81014061,,,,,,27.86496925,28.59122086,29.29475021,31.44640923,32.16046906,34.20758057,37.06188965,36.95478058,,41.68106842,44.75189972,45.44091034,51.36883163,49.4042511,54.51779175,55.98561859,58.22402954,64.00926208,67.50666809,70.92928314,75.69045258,79.12819672,81.82333374,83.51537323,83.76219177,84.32472229,85.02874756,81.69859314,86.79026031,90.27169037,
China,CHN,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,0.442900002,0.584150016,0.729480028,0.818889976,0.96272999,1.49849999,1.898120046,,,,,,,,,,,,,,4.915629864,,,,,,,,,15.65705967,17.68504906,19.35100937,20.91732979,21.48056984,21.45557976,22.58573914,24.25470924,25.41039085,27.59880066,30.53495026,40.44639969,43.28039169,44.9842186,46.57522964,48.52960968,51.37195969,56.49020004,61.77553177,66.74353027,
Cote d'Ivoire,CIV,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,1.687260032,1.690150023,1.960549951,1.985739946,,2.071180105,2.21984005,,2.824290037,3.179320097,,,,,,,4.971169949,,,,,,,5.943560123,5.822169781,,8.595700264,,8.74530983,,,,,,,,11.63117027,10.73157024,10.68743992,9.870759964,3.966010094,,10.08323956,10.63111019,10.77668953,10.76546955,11.12162018,,11.22338963,10.81741047,,,
Cameroon,CMR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,0.960430026,1.188199997,1.46796,1.733019948,1.906000018,,,,,,,,,,,,,,,,,,,,,,,,,,,6.271029949,6.328820229,6.318809986,7.197140217,8.09924984,8.337300301,8.997610092,10.32509041,12.53409958,14.15927029,14.9979496,17.46581078,18.50396919,18.86717987,13.29137993,14.10599995,15.21984959,,,,,
"Congo, Dem. Rep.",COD,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,1.291599989,1.524379969,,1.719720006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35781002,7.930749893,9.71848011,,10.66847038,10.09706974,9.027870178,,,7.81953001,,,,8.372460365,,,
"Congo, Rep.",COG,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,2.797610044,2.177239895,,,3.937370062,4.099460125,4.531909943,5.255750179,,7.291830063,7.411230087,8.937870026,9.176239967,9.19064045,9.22465992,9.071160316,,9.29279995,7.972410202,7.765739918,7.576879978,8.187060356,,,,,,,5.808979988,7.993159771,7.399050236,6.319499969,5.405220032,,,,,,9.611550331,,10.01451969,11.1657896,9.800200462,,13.68000031,,14.69075012,,,,,,
Colombia,COL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,6.235859871,,,,8.17772007,9.139539719,,10.54932022,10.64688015,10.69587994,9.941060066,11.35464954,11.40528965,,11.93305969,12.02507973,12.70298004,13.05914974,13.99281025,13.62489986,,14.85614014,,,,16.71084976,17.55689049,20.29785919,24.09345055,22.44519997,24.82494926,25.53595924,25.83325005,,28.78125,31.40926933,33.32926178,34.32785034,38.50627899,38.92190933,39.99427032,43.54465866,44.92697906,47.60369873,49.63671875,50.89593124,53.09902954,54.18466187,53.20858002,52.91912842,51.73152924,53.60224915,54.40438843,
Comoros,COM,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.210180044,,0.896409988,,,,,,,1.603860021,1.784029961,,,4.040989876,,,,,,8.00014019,7.597360134,10.10861969,10.3233099,10.22548962,10.68111992,,,,,,,,,
Cabo Verde,CPV,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535210013,1.333940029,3.289279938,3.799770117,5.155670166,6.759329796,7.595290184,8.211819649,9.996290207,12.33096027,14.94225979,16.52854919,16.24399948,17.37553024,17.76246071,16.83497047,16.9788208,17.10804939,16.35927963,,,,,
Costa Rica,CRI,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,9.586400032,10.33936024,11.17066002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94536972,,,,,,,39.14775848,41.32550812,42.38272858,44.8047905,44.44644165,46.43751907,48.08692169,47.72108841,49.22655869,,,,
Caribbean small states,CSS,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,4.39357996,4.371379852,4.645090103,4.893650055,4.991590023,5.339049816,6.144380093,6.356080055,6.279679775,6.160140038,5.981850147,5.841770172,6.013750076,5.597080231,5.65790987,5.788809776,5.920229912,6.114520073,6.28565979,6.570700169,6.928800106,7.668449879,7.966710091,8.109140396,8.184149742,7.957900047,8.041540146,8.045559883,7.675930023,7.391489983,8.675439835,9.081350327,9.492699623,9.953160286,11.06725979,10.7897501,10.81566048,11.73423004,12.89509964,13.00080967,13.93237019,13.98550034,15.54843998,14.74081039,15.70775986,16.47109985,16.47504044,,,,,,,
Cuba,CUB,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,4.296189785,6.368519783,8.569029808,9.121199608,11.03820992,,15.93908978,,17.35988045,17.56666946,16.4948101,15.64879036,15.12285042,15.84506989,16.46352959,17.80611038,18.8151207,19.08750916,17.7479496,17.08131981,17.30327034,16.03591919,14.7781601,14.04638004,11.58913994,10.55776978,10.32536983,10.32647038,19.26399994,20.79640007,24.24391937,24.30126953,27.75209999,38.47359848,44.37121964,64.80454254,74.65458679,88.33149719,86.01326752,71.21643829,59.89365005,48.80046082,36.25323105,,30.36643982,28.91708946,30.40065002,32.40259933,33.29669952,32.71643066,36.0344696,,
Curacao,CUW,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.74030018,,,,,,,,,,
Cayman Islands,CYM,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25874043,13.51546001,20.99039078,,,,,,,,,,,,,,,
Cyprus,CYP,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89092064,18.25967026,22.27375984,31.58543015,36.61407089,31.96762085,33.01242828,35.41659927,40.5795784,49.65341187,50.87154007,45.81108856,42.1680603,41.60205078,44.10309982,51.11182022,60.91102982,69.58511353,78.03450012,85.68666077,87.47982788,84.67318726,,
Czechia,CZE,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,11.53915977,10.98495007,10.86561012,11.54796028,12.51214981,13.77614975,15.53468037,17.56921005,18.80768013,20.3138504,21.30916977,21.15629959,19.89971924,18.57957077,17.92841911,17.34901047,17.88195992,18.14773941,17.87763023,18.0929203,17.95550919,15.97587013,15.52797031,19.26082993,20.41943932,21.95292091,23.03041077,24.15403938,25.7052002,29.25658989,31.28528023,35.25429916,37.8828392,43.36457825,45.63124084,45.13111877,48.0240097,50.31277084,52.01771164,54.6838913,55.88011169,55.99089813,55.27761841,56.47195816,56.10063934,56.35947037,56.47542953,56.02933884,56.11223984,56.23257828,58.13573074,,
