Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
American Samoa,ASM,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,93.62133789,93.27494049,94.85192108,98.42305756,96.57936859,95.80603027,96.60368347,96.2660675,95.80171204,89.42903137,83.96079254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,69.07797241,,,96.15206146,84.68099213,90.59056091,95.10562134,87.13617706,88.57518768,,,,,115.2468338,,,,,,,,102.7440414,,,,,,,,,,,,,,,114.418602,115.0422363,114.8093491,114.5591431,112.597908,110.4536514,110.5979996,109.1415787,108.1122894,105.5009995,108.5504303,111.9074402,110.9840012,,,,
Australia,AUS,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,111.9712601,110.6672974,110.9196014,106.8341827,109.3090286,109.6109009,110.3479691,109.3287506,108.0350113,107.5606308,107.1604691,106.7502289,106.0655594,106.0648499,104.8663025,105.1494598,105.3057327,105.7790909,106.095459,106.3520584,106.4550476,106.3151474,106.2661438,106.412262,101.5681686,101.6610718,101.3609619,101.5385895,101.658432,101.4118805,101.3546295,102.3938675,102.7375107,103.168251,103.1706238,103.3287582,105.1353836,104.9533005,104.9367523,105.1992798,105.0549927,105.4825974,105.6310806,105.3127518,101.6194229,101.1324692,100.6669998,100.4643478,100.2751617,99.98613739,100.0692673,99.22286224,
Austria,AUT,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,102.1756134,102.5577774,101.8189468,101.6701813,101.7753906,101.4773636,103.0318604,101.317749,101.4553833,101.6465073,100.4847183,100.2621613,100.6128616,99.94615173,99.52996826,100.9752579,99.44275665,98.86469269,98.41075134,98.46951294,99.05130005,101.4893188,102.89048,102.5620575,102.600708,102.1031723,101.2954483,100.8136673,100.976799,101.2704926,101.8649979,102.1578293,101.8064728,102.4972763,101.7773895,101.7267838,102.0353394,101.5261917,100.8420105,100.2569122,100.1822891,99.85849762,100.0945816,100.4249496,100.4403992,99.99593353,100.7288208,100.9994202,101.1915817,101.1030197,101.3093185,100.3845596,
Azerbaijan,AZE,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.29398346,98.03726959,97.10726929,93.37203979,95.41021729,92.78383636,91.04316711,94.61506653,93.80725098,94.52098083,93.23661041,94.57047272,96.88852692,98.8164978,105.4929504,105.6359787,105.8647003,104.193718,100.0146179,99.53543854,99.90778351,97.54398346,99.46383667,
Burundi,BDI,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,18.64110947,18.37067986,17.26462936,16.09816933,16.17123985,16.15834999,16.12589073,16.93152046,17.15732956,18.35162926,19.8465004,22.35787964,27.9796505,32.50767136,36.93159103,41.28160858,47.51852036,55.42916107,56.88394928,57.30242157,59.67679977,56.48934174,56.39934158,,43.60768127,35.64265823,37.39056015,44.32107925,51.87942886,54.07329178,56.50942993,62.03250122,68.05552673,74.11437225,80.3940506,105.6808929,119.6194992,124.4598007,133.4154053,138.7516022,140.912384,136.6975861,131.4568329,127.3944626,121.7395172,117.4411697,111.8745117,108.3065872,105.5934906,105.6235199,104.9059982,106.1989975,
Belgium,BEL,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,107.208168,106.7723999,102.2575302,104.545517,104.6990128,105.3827209,105.4877167,104.8232269,104.096138,103.8800812,103.720253,103.9746475,101.9353333,101.8204803,101.0983887,100.6059113,100.4211426,99.96784973,99.57486725,99.30142975,99.68009949,99.32209778,102.70298,102.8638077,102.9811707,102.8484421,,,101.3666534,102.427948,102.9943008,103.1878586,103.2947083,102.8534698,102.9711609,102.6354828,102.3482208,102.1618729,102.1380997,102.102478,101.1210938,101.3317566,103.2592926,103.1755524,102.323288,102.1729431,102.8193207,102.5661621,102.2846222,102.151741,101.836441,,
Benin,BEN,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,20.14306068,22.10877991,24.46298027,23.25226021,26.7683506,28.54459953,29.58135033,30.93425941,34.83618927,37.60750961,37.01119995,39.90164185,41.38272858,41.05828857,41.40628052,40.42367172,40.77997971,40.16965866,39.88719177,33.50120163,37.18294907,39.61988831,43.65494156,45.39915848,48.71686935,51.44451904,55.51430893,59.73234177,61.47119904,65.31658936,71.98032379,77.61582184,81.92260742,87.27574921,86.46195221,88.45185852,,102.6667099,108.6211624,110.8409424,112.7690735,117.3072891,118.6782532,119.6912537,122.5628815,121.407402,117.4409409,113.1903076,107.7782974,104.7332001,106.2269897,108.67453,
Burkina Faso,BFA,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,9.100429535,9.573679924,9.841400146,10.25228977,10.74057961,10.95543957,11.24137974,11.75380039,12.27879047,13.03792953,13.79384041,14.87833977,16.16085052,17.21557045,18.8096199,20.35980988,21.75042915,22.22838974,23.30900955,24.23833084,25.27388,25.95079994,26.74091911,27.76351929,29.32414055,30.84082985,,33.19665909,34.53316879,35.63093185,37.30955124,38.43360138,40.79499817,45.89115906,50.42475891,54.32201004,60.12258911,66.32433319,71.35771942,72.98500824,76.87120056,79.85292053,81.94965363,83.45427704,84.02661896,86.40570068,88.80056,90.71897888,89.49897766,88.04425049,87.67227936,83.33202362,
Bangladesh,BGD,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,35.20225143,32.61874008,44.54647064,52.89461136,49.13568878,53.37578964,54.75566864,54.65435028,53.09508133,51.77349854,50.38499832,53.69020081,55.27180862,51.24507904,55.19916153,53.70238876,53.50690079,52.81729126,67.77438354,67.67556763,71.7412262,,,,,,,,,,,,,,,101.6876602,102.1579895,101.1357117,97.57032776,99.53186798,102.3730011,,,,,,,111.9029999,115.9000015,,123.2680511,116.1539993,123.086998,
Bulgaria,BGR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,100.4891281,98.18486023,96.08733368,93.90267181,90.94515991,91.48207092,91.59945679,92.85842133,93.20993805,94.18640137,96.05859375,99.21723938,100.6912689,101.9190521,103.5820007,103.9080734,106.3929367,106.2103577,104.8477097,97.40020752,95.22357941,93.43843842,92.83957672,93.42140198,94.73207092,97.67614746,98.85227966,100.6315231,102.2053375,103.4960709,104.1778564,108.58284,110.496521,110.641037,110.2731934,108.1411972,105.6264191,103.8919678,101.7803726,101.1493301,100.8931122,99.99671936,99.12449646,99.20871735,98.3467865,96.54746246,94.91533661,93.37548828,90.87571716,88.79488373,87.17392731,,
Bahrain,BHR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,85.22988892,85.30277252,85.98695374,87.20625305,91.82319641,93.55995178,96.04573822,96.71954346,98.0344696,96.11628723,91.87651062,87.31994629,89.42842102,94.38426208,98.95266724,102.2681122,104.2998734,105.7305679,105.3446808,101.9149399,98.38777924,92.42980194,91.53748322,91.49594116,93.002388,92.94087219,93.01563263,94.44487762,96.17125702,96.94651031,97.40370941,97.58437347,97.75927734,97.62180328,96.74120331,103.3168869,,,,,96.75405884,99.5963974,106.5601578,105.9756622,102.8687286,103.4250031,101.7938232,99.61383057,98.62335968,,,92.67269897,
"Bahamas, The",BHS,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,,,,97.63204956,99.69033813,102.3888397,103.4098892,104.652977,,107.1742096,104.9661484,,104.5786209,103.7826385,,,,,,95.76940918,96.45105743,,90.93842316,94.17481232,88.91750336,87.04846191,82.59583282,,,82.64183807,,88.36595154,92.33190918,90.14819336,93.0930481,91.9373703,87.7069931,84.23632813,90.57684326,85.41162872,78.51714325,79.17694092,,,,,,,93.54400635,,
Bosnia and Herzegovina,BIH,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0181122,107.7355499,108.8312607,88.84047699,88.78144073,88.75318909,88.40602112,88.92852783,90.7384491,90.22396088,90.63910675,90.10133362,89.75457764,88.41649628,88.1027832,87.23619843,87.5039978
Belarus,BLR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.94512177,92.06897736,91.93772125,93.02368164,96.25251007,100.0552597,111.1089706,113.2725067,113.6959915,111.4646378,102.7289124,100.3875732,98.13820648,97.17449951,96.06564331,96.35858154,96.95526886,96.62117004,95.9377594,94.95147705,94.14261627,94.39064789,95.2973175,96.63791656,96.30094147,95.78466034,94.55509949,93.45163727,93.85436249,92.85453796,
Belize,BLZ,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,102.911232,,,101.4390182,,106.9424973,110.0526428,,,,,,,,,103.8320999,105.5967636,,,,112.6161499,112.7552567,114.3557205,117.1959305,118.6707001,120.4764404,118.1019669,,117.0337219,116.5193024,116.5630493,112.2509537,117.0699463,118.1422119,117.0259933,117.1570206,116.0311966,112.73806,112.2793198,110.7423706,109.9524231,113.4364014,111.0965424,110.1245193,110.9268265,112.7931595,112.0251083,110.9163284,111.3767471,108.5064621,103.8540192,98.83339691,
Bermuda,BMU,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,107.9784393,111.6026688,103.6405716,105.2362289,104.1718903,107.3457413,107.4260788,108.5428925,101.8277664,103.6058578,104.3399582,105.6270676,106.5610886,107.7012787,108.1558914,,,,,,,,,,110.6887512,,124.0701218,,,,106.7649612,108.0087509,108.957222,110.7078018,109.689209,109.2948685,,,,,107.8531418,106.0416718,105.4968338,104.9232407,106.8326263,106.2470016,103.7389984,99.58399963,97.06600189,91.3239975,88.28399658,85.64900208,
Bolivia,BOL,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,72.04199982,75.81817627,,81.21848297,84.01831055,88.77616119,91.34265137,89.49849701,91.20556641,92.69944,93.34793091,93.14228821,,96.59750366,103.122551,,100.3294601,106.0671463,,95.71692657,97.75473785,99.26541138,99.53411102,101.2086334,103.5129395,105.9003677,107.1468887,108.3772583,109.6398392,111.7634506,118.2030182,117.2586594,117.8441162,116.3922729,115.8638229,115.2137527,113.5963974,112.750061,111.3968124,107.4956284,105.2224274,101.3362579,98.55229187,96.64954376,95.09326172,94.83276367,95.39543152,96.40795135,97.20899963,97.93775177,98.59864807,98.85456085,99.61894989,
Brazil,BRA,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,120.1620865,124.0485916,122.0028534,123.5666504,122.5300674,,,,,131.8214417,,,,,,,,,,130.7288513,,,,,,,,,,144.2148285,,,,,,,,,,,,,101.9533234,106.9550705,107.3342972,106.7216263,106.5178604,108.0900116,107.1118927,105.6768417,102.8807983,101.9016418,,
Barbados,BRB,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,102.4242401,101.5747604,103.0302963,90.1607132,99.43678284,105.585907,113.0310287,117.5194016,120.7236404,111.5649719,112.5499268,110.4433899,108.2489471,114.3976669,110.4681931,,,,114.8509369,110.1622772,,105.3625717,,,,,,,101.6083069,100.2848969,101.2938385,100.5413437,101.0198593,99.20944977,99.5997467,99.32801056,100.3427429,100.6650467,100.2067566,100.1708908,99.40989685,,,95.96587372,95.30622101,96.70696259,95.40608978,96.40812683,97.15270233,98.17875671,96.77662659,94.02446747,
Brunei Darussalam,BRN,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,122.5208664,124.6560822,125.620903,123.9593887,122.4003983,118.4878769,120.6888123,125.6591187,127.1025009,113.4253082,112.8606873,114.8598328,112.2788773,113.1072922,116.0835724,,120.8276825,116.8165207,118.9087372,118.6379318,,103.5867386,99.80908203,97.89057159,96.24012756,94.27993774,94.92131042,94.86871338,98.91747284,99.98143005,100.4996338,99.65663147,101.704628,105.8823471,106.5006714,106.4408569,106.6058807,106.54319,105.6207199,105.3686981,104.7740021,104.3359985,103.0690002,103.2789993,102.2149963,101.5029984,102.4720001,100.2300034,99.56300354,98.24700165,98.02600098,,,
Bhutan,BTN,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,2.149319887,8.197609901,8.06317997,,12.25798988,,16.7220192,18.7145195,18.81143951,22.01614952,,,35.40536118,38.78390121,40.97045898,42.07242966,39.42969131,,43.92433929,,,37.58771133,41.9969101,51.10520172,54.86444855,59.46220016,63.7218399,67.95072937,70.87660217,73.5223465,75.90702057,78.21650696,80.53038788,84.36575317,89.21318817,92.69304657,97.89787292,102.5555267,107.3378601,112.427063,115.3406219,115.7550583,114.5743408,107.6028137,105.5433578,103.8860016,102.2556381,101.0619965,100.9459991,100.0970001,106.5920029,107.0289993,107.9449997,
Botswana,BWA,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,71.50299835,66.66825867,67.77873993,74.1810379,77.63075256,84.15228271,87.51042938,92.18125916,94.50392151,98.1621933,102.9900131,104.6322098,104.7405167,106.5458069,106.8622513,107.9727631,107.3282928,107.598938,107.8328018,108.5439911,107.8877335,109.7831421,107.2329407,105.5320969,104.806633,103.5998535,104.2184601,104.7013397,103.4004211,103.5725403,103.6168213,104.6849899,104.5183563,104.8887329,104.5113373,105.0346603,105.1886063,103.867363,103.3673935,103.2612076,,,100.5623932,99.48416138,97.50000763,96.99433136,,,,,,92.99317169,,
Central African Republic,CAF,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,36.24906921,35.91268921,38.58547974,39.77563095,40.76676941,42.79558945,44.08214951,44.06169128,44.69137955,46.75242996,46.73971939,49.06457138,49.04758835,54.27249146,56.64128876,60.31090927,51.28641891,51.96384048,52.39926147,55.28903961,51.31639862,45.0067482,,,,,,,,,57.56718063,50.09859085,50.09117889,42.06600952,47.75487137,47.36764145,55.16164017,64.1780777,65.69582367,67.41078949,67.96311188,68.96170807,,,,79.02623749,96.3219986,,,,,,
Canada,CAN,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,101.4305115,100.0554504,99.13974762,98.94119263,99.89904785,100.1607819,99.59751129,99.40583038,99.15670776,99.12718964,98.94082642,103.7146912,103.0437622,102.776123,102.5756302,102.5055389,102.3054581,102.2723923,101.7032394,102.6241226,102.1420898,101.7515488,101.2950592,100.9885712,101.1233673,101.6325226,,98.32401276,98.72241974,99.48609161,,,,98.97902679,98.20661163,99.46346283,99.4133606,98.68476868,99.79714203,99.39013672,98.80071259,99.65561676,99.37873077,99.43547058,99.53746033,97.90611267,98.08702087,98.38562012,97.22966766,97.24712372,95.91622925,,
Central Europe and the Baltics,CEB,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,104.9988937,105.1210327,104.6221008,103.5454483,104.054718,103.1795807,102.3764114,101.7539063,100.9139404,99.78575134,98.15087128,96.84118652,97.4998703,97.67579651,97.63774109,97.74555206,97.79792786,98.58680725,98.39687347,97.87641907,96.35131073,95.12719727,95.87773895,96.03337097,96.45002747,96.63796997,97.89878845,98.86118317,100.352562,100.4641418,100.9541321,101.6578674,101.8742905,101.5928726,101.7341766,101.0948181,100.6475983,99.87113953,98.9667511,99.10341644,99.20445251,99.13845062,99.45596313,98.3629303,97.5766983,95.61656189,95.92584991,95.56070709,94.72670746,95.13343811,89.49909973,95.3995285,95.38613892,
Switzerland,CHE,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,92.94139862,92.37640381,92.03890991,92.17069244,85.16593933,87.45204163,86.70646667,86.36450958,85.96161652,85.63041687,85.18708801,84.77493286,84.51207733,84.6126709,84.99638367,85.47714233,86.51273346,87.94799805,88.81015015,90.04454041,93.55490112,93.23407745,95.11125946,97.15583038,,103.8630219,103.9197083,104.3417587,103.8600388,103.766449,103.9532928,103.8484116,103.6652603,103.9391174,103.7819824,103.9404831,103.5548477,103.3223572,101.9560089,101.6624527,102.1667786,102.3254471,101.9360809,101.6634674,101.6433411,101.6656036,101.5096588,101.5680923,101.36689,101.3117981,
Channel Islands,CHI,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,118.5014725,124.9729385,125.4779816,126.3090515,125.5810623,122.381813,118.8023376,117.3554382,116.374588,115.935173,112.7949066,110.7291718,107.8976974,106.677803,103.0971603,103.2877731,101.716713,,,100.7924728,102.2025223,102.41259,99.58293915,100.0938873,,,100.2784119,78.33843994,103.02565,104.0309906,100.1170502,,100.0467987,99.76338196,103.114357,102.9156494,103.2128601,103.7890701,103.996727,103.101181,101.6995697,101.4903412,101.7003021,100.4605713,100.3395996,100.1424408,100.0671692,99.92993927,100.067543,99.77848816,98.11358643,97.73422241,98.63565063,
China,CHN,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,,,,88.80317688,100.7245712,109.1847076,107.9541702,103.374382,101.5332108,100.4122162,101.5692978,101.1810684,103.5640717,106.4415665,113.3199387,121.2894135,124.9898834,123.0363998,119.3632126,113.5812683,111.3227692,109.5127487,107.9720306,107.49366,109.0130692,108.9401474,109.5642776,109.9040375,,,116.8777771,,,,,107.2678909,107.374939,107.8944168,107.003212,105.2357407,104.1045914,103.7750778,103.6328888,98.65592957,97.81981659,98.07978058,98.75163269,99.06159973,99.15570068,99.91435242,100.3451996,101.0161972,
Cote d'Ivoire,CIV,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,39.00756836,40.36447906,40.75278091,42.29349899,43.23723984,43.78467178,44.40705109,47.86511993,52.60718155,57.04417038,60.27597046,63.37110901,64.88874817,64.53630066,62.04711151,58.85620117,56.55612946,54.20125961,53.43677139,54.82567978,55.15977097,54.25064087,55.10668182,55.2638092,58.5079689,59.87886047,60.18011856,60.96389008,61.82101059,62.11791992,60.53385162,62.20756149,60.89836884,60.05136871,,,57.54439163,58.11787033,61.61347961,62.11843872,,71.06668091,74.10292053,75.61987305,78.00827789,81.34793091,85.97934723,88.13970947,89.70588684,90.86299896,91.48516083,90.46607971,92.48226929,91.6969986
Cameroon,CMR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,77.17372131,76.4305191,77.29575348,78.84568787,81.0668335,82.70507813,82.19553375,83.66256714,85.07282257,85.9247818,88.11035919,89.51425934,92.39591217,91.23039246,92.06877899,92.97738647,94.73853302,95.34152222,92.0375824,92.03096008,89.92456818,87.86096954,,80.48609924,78.48322296,70.0220108,73.80361938,73.91616821,75.76631927,79.34436035,94.35849762,93.98951721,93.86502838,98.52086639,95.58789063,94.23554993,97.2780838,97.43171692,99.58190155,101.036171,100.3206329,104.8948517,,106.9297028,109.8085327,109.4842606,103.8957596,97.38252258,99.52842712,101.5630035,102.7287598,105.4638367,
"Congo, Dem. Rep.",COD,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,70.95011902,72.68234253,73.56851196,74.49638367,73.27124023,73.8745575,74.61235809,75.47087097,76.37155151,77.48506165,78.83667755,80.06587219,81.68737793,83.48384857,72.7023468,72.74981689,70.41345978,69.07524872,,49.59701157,65.64015198,64.68141174,66.65228271,63.5892601,63.81497955,,,54.03821945,48.6388092,,,55.1138916,,,,,77.53501892,86.78733826,87.8286972,88.57527161,89.79740143,94.6867981,97.34776306,101.007782,103.6085281,,,109.4310989,,114.0474777,118.6370773,,
